0	0	0	0	0	0	
0	13	15	14	15	14	
0	30	38	29	33	35	
0	20	22	26	9	17	
0	30	30	35	27	30	
0	20	20	23	24	21	
0	20	21	23	27	20	
0	13	8	10	13	21	
0	20	25	18	18	14	
0	20	22	30	16	28	
0	20	21	20	19	22	
0	20	20	4	20	14	
0	20	20	21	23	35	
0	13	10	17	16	19	
0	20	17	26	22	31	
0	20	16	16	18	19	
0	20	24	19	21	17	
0	13	15	21	23	7	
0	30	27	36	24	31	
0	13	10	9	13	13	
0	20	26	25	18	26	
0	20	18	17	11	22	
0	20	28	22	19	22	
0	13	17	11	10	20	
0	20	28	18	22	25	
0	13	18	14	9	6	
0	20	24	19	15	13	
0	20	19	22	19	16	
0	20	25	22	22	19	
0	20	18	32	6	23	
