0	0	0	0	0	0	
0	13	15	14	15	14	
0	20	28	19	23	25	
0	13	15	19	2	10	
0	30	30	35	27	30	
0	13	13	16	17	14	
0	20	21	23	27	20	
0	20	15	17	20	28	
0	30	35	28	28	24	
0	13	15	23	9	21	
0	30	31	30	29	32	
0	20	20	4	20	14	
0	30	30	31	33	45	
0	13	10	17	16	19	
0	20	17	26	22	31	
0	13	9	9	11	12	
0	20	24	19	21	17	
0	20	22	28	30	14	
0	20	17	26	14	21	
0	20	17	16	20	20	
0	30	36	35	28	36	
0	20	18	17	11	22	
0	20	28	22	19	22	
0	13	17	11	10	20	
0	20	28	18	22	25	
0	13	18	14	9	6	
0	20	24	19	15	13	
0	20	19	22	19	16	
0	30	35	32	32	29	
0	20	18	32	6	23	
0	20	21	11	22	23	
0	20	22	17	27	24	
0	30	27	20	28	33	
0	13	12	8	6	17	
0	20	28	14	20	20	
0	20	19	18	20	13	
0	20	9	22	24	21	
0	13	16	16	10	16	
0	30	35	32	19	23	
0	13	9	9	8	12	
