0	0	0	0	0	0	
0	13	15	14	15	14	
0	30	38	29	33	35	
0	20	22	26	9	17	
0	30	30	35	27	30	
0	13	13	16	17	14	
0	20	21	23	27	20	
0	20	15	17	20	28	
0	30	35	28	28	24	
0	20	22	30	16	28	
0	30	31	30	29	32	
0	20	20	4	20	14	
0	30	30	31	33	45	
0	13	10	17	16	19	
0	20	17	26	22	31	
0	20	16	16	18	19	
0	20	24	19	21	17	
0	13	15	21	23	7	
0	30	27	36	24	31	
0	20	17	16	20	20	
0	20	26	25	18	26	
0	13	11	10	4	15	
0	30	38	32	29	32	
0	13	17	11	10	20	
0	30	38	28	32	35	
0	13	18	14	9	6	
0	30	34	29	25	23	
0	20	19	22	19	16	
0	30	35	32	32	29	
0	13	11	25	1	16	
0	20	21	11	22	23	
0	20	22	17	27	24	
0	20	17	10	18	23	
0	20	19	15	13	24	
0	20	28	14	20	20	
0	13	12	11	13	6	
0	20	9	22	24	21	
0	13	16	16	10	16	
0	20	25	22	9	13	
0	13	9	9	8	12	
0	30	28	31	42	31	
0	20	22	19	29	16	
0	30	33	29	33	25	
0	13	13	23	11	11	
0	20	13	23	25	22	
0	20	28	11	18	17	
0	20	19	17	15	23	
0	20	18	20	18	15	
0	30	37	37	35	34	
0	13	16	16	9	13	
