0	0	0	0	0	0	
0	13	15	14	15	14	
0	30	38	29	33	35	
0	20	22	26	9	17	
0	20	20	25	17	20	
0	20	20	23	24	21	
0	30	31	33	37	30	
0	13	8	10	13	21	
0	30	35	28	28	24	
0	13	15	23	9	21	
0	30	31	30	29	32	
0	13	13	1	13	7	
0	20	20	21	23	35	
0	20	17	24	23	26	
0	20	17	26	22	31	
0	20	16	16	18	19	
0	20	24	19	21	17	
0	20	22	28	30	14	
0	30	27	36	24	31	
0	20	17	16	20	20	
0	30	36	35	28	36	
0	13	11	10	4	15	
0	20	28	22	19	22	
0	20	24	18	17	27	
0	20	28	18	22	25	
0	13	18	14	9	6	
0	20	24	19	15	13	
0	13	12	15	12	9	
0	20	25	22	22	19	
0	20	18	32	6	23	
0	30	31	21	32	33	
0	20	22	17	27	24	
0	20	17	10	18	23	
0	20	19	15	13	24	
0	20	28	14	20	20	
0	13	12	11	13	6	
0	30	19	32	34	31	
0	20	23	23	17	23	
0	20	25	22	9	13	
0	20	16	16	15	19	
