0	0	0	0	0	0	
0	13	15	14	15	14	
0	30	38	29	33	35	
0	20	22	26	9	17	
0	20	20	25	17	20	
0	20	20	23	24	21	
0	30	31	33	37	30	
0	20	15	17	20	28	
0	20	25	18	18	14	
0	13	15	23	9	21	
0	20	21	20	19	22	
0	13	13	1	13	7	
0	30	30	31	33	45	
0	13	10	17	16	19	
0	30	27	36	32	41	
0	20	16	16	18	19	
0	30	34	29	31	27	
0	13	15	21	23	7	
0	20	17	26	14	21	
0	13	10	9	13	13	
0	20	26	25	18	26	
0	13	11	10	4	15	
0	30	38	32	29	32	
0	20	24	18	17	27	
0	30	38	28	32	35	
0	13	18	14	9	6	
0	30	34	29	25	23	
0	20	19	22	19	16	
0	20	25	22	22	19	
0	13	11	25	1	16	
0	30	31	21	32	33	
0	13	15	10	20	17	
0	20	17	10	18	23	
0	20	19	15	13	24	
0	20	28	14	20	20	
0	13	12	11	13	6	
0	30	19	32	34	31	
0	13	16	16	10	16	
0	30	35	32	19	23	
0	13	9	9	8	12	
0	30	28	31	42	31	
0	13	15	12	22	9	
0	20	23	19	23	15	
0	13	13	23	11	11	
0	20	13	23	25	22	
