0	0	0	0	0	0	
0	20	22	21	22	21	
0	20	28	19	23	25	
0	13	15	19	2	10	
0	30	30	35	27	30	
0	13	13	16	17	14	
0	20	21	23	27	20	
0	13	8	10	13	21	
0	20	25	18	18	14	
0	20	22	30	16	28	
0	30	31	30	29	32	
0	13	13	1	13	7	
0	30	30	31	33	45	
0	20	17	24	23	26	
0	30	27	36	32	41	
0	20	16	16	18	19	
0	20	24	19	21	17	
0	13	15	21	23	7	
0	30	27	36	24	31	
0	13	10	9	13	13	
0	30	36	35	28	36	
0	13	11	10	4	15	
0	30	38	32	29	32	
0	13	17	11	10	20	
0	30	38	28	32	35	
0	20	25	21	16	13	
0	20	24	19	15	13	
0	13	12	15	12	9	
0	30	35	32	32	29	
0	20	18	32	6	23	
0	30	31	21	32	33	
0	13	15	10	20	17	
0	30	27	20	28	33	
0	13	12	8	6	17	
0	30	38	24	30	30	
0	20	19	18	20	13	
0	20	9	22	24	21	
0	20	23	23	17	23	
0	30	35	32	19	23	
0	20	16	16	15	19	
0	20	18	21	32	21	
0	20	22	19	29	16	
0	20	23	19	23	15	
0	20	20	30	18	18	
0	20	13	23	25	22	
