0	0	0	0	0	0	
0	20	22	21	22	21	
0	20	28	19	23	25	
0	13	15	19	2	10	
0	20	20	25	17	20	
0	13	13	16	17	14	
0	30	31	33	37	30	
0	13	8	10	13	21	
0	20	25	18	18	14	
0	20	22	30	16	28	
0	20	21	20	19	22	
0	13	13	1	13	7	
0	20	20	21	23	35	
0	13	10	17	16	19	
0	30	27	36	32	41	
0	20	16	16	18	19	
0	20	24	19	21	17	
0	20	22	28	30	14	
0	30	27	36	24	31	
0	20	17	16	20	20	
0	30	36	35	28	36	
0	13	11	10	4	15	
0	20	28	22	19	22	
0	20	24	18	17	27	
0	20	28	18	22	25	
0	20	25	21	16	13	
0	20	24	19	15	13	
0	20	19	22	19	16	
0	20	25	22	22	19	
0	20	18	32	6	23	
0	30	31	21	32	33	
0	13	15	10	20	17	
0	20	17	10	18	23	
0	20	19	15	13	24	
0	30	38	24	30	30	
0	20	19	18	20	13	
0	20	9	22	24	21	
0	20	23	23	17	23	
0	20	25	22	9	13	
0	20	16	16	15	19	
