0	0	0	0	0	0	
0	20	22	21	22	21	
0	20	28	19	23	25	
0	20	22	26	9	17	
0	20	20	25	17	20	
0	13	13	16	17	14	
0	30	31	33	37	30	
0	20	15	17	20	28	
0	30	35	28	28	24	
0	20	22	30	16	28	
0	20	21	20	19	22	
0	13	13	1	13	7	
0	30	30	31	33	45	
0	13	10	17	16	19	
0	30	27	36	32	41	
0	13	9	9	11	12	
0	20	24	19	21	17	
0	20	22	28	30	14	
0	30	27	36	24	31	
0	20	17	16	20	20	
0	20	26	25	18	26	
0	13	11	10	4	15	
0	30	38	32	29	32	
0	20	24	18	17	27	
0	30	38	28	32	35	
0	20	25	21	16	13	
0	30	34	29	25	23	
0	20	19	22	19	16	
0	20	25	22	22	19	
0	13	11	25	1	16	
0	30	31	21	32	33	
0	13	15	10	20	17	
0	20	17	10	18	23	
0	20	19	15	13	24	
0	30	38	24	30	30	
