0	0	0	0	0	0	
0	13	15	14	15	14	
0	20	28	19	23	25	
0	20	22	26	9	17	
0	30	30	35	27	30	
0	20	20	23	24	21	
0	30	31	33	37	30	
0	13	8	10	13	21	
0	20	25	18	18	14	
0	13	15	23	9	21	
0	20	21	20	19	22	
0	20	20	4	20	14	
0	20	20	21	23	35	
0	13	10	17	16	19	
0	30	27	36	32	41	
0	13	9	9	11	12	
0	20	24	19	21	17	
0	13	15	21	23	7	
0	20	17	26	14	21	
0	20	17	16	20	20	
0	30	36	35	28	36	
0	13	11	10	4	15	
0	30	38	32	29	32	
0	20	24	18	17	27	
0	30	38	28	32	35	
0	20	25	21	16	13	
0	20	24	19	15	13	
0	13	12	15	12	9	
0	30	35	32	32	29	
0	13	11	25	1	16	
0	30	31	21	32	33	
0	13	15	10	20	17	
0	30	27	20	28	33	
0	13	12	8	6	17	
0	30	38	24	30	30	
