0	0	0	0	0	0	
0	20	22	21	22	21	
0	30	38	29	33	35	
0	20	22	26	9	17	
0	30	30	35	27	30	
0	13	13	16	17	14	
0	20	21	23	27	20	
0	20	15	17	20	28	
0	20	25	18	18	14	
0	20	22	30	16	28	
0	20	21	20	19	22	
0	13	13	1	13	7	
0	30	30	31	33	45	
0	20	17	24	23	26	
0	30	27	36	32	41	
0	13	9	9	11	12	
0	20	24	19	21	17	
0	20	22	28	30	14	
0	30	27	36	24	31	
0	20	17	16	20	20	
0	30	36	35	28	36	
0	20	18	17	11	22	
0	30	38	32	29	32	
0	13	17	11	10	20	
0	20	28	18	22	25	
0	20	25	21	16	13	
0	20	24	19	15	13	
0	13	12	15	12	9	
0	30	35	32	32	29	
0	20	18	32	6	23	
0	20	21	11	22	23	
0	13	15	10	20	17	
0	30	27	20	28	33	
0	13	12	8	6	17	
0	30	38	24	30	30	
0	13	12	11	13	6	
0	30	19	32	34	31	
0	20	23	23	17	23	
0	30	35	32	19	23	
0	13	9	9	8	12	
