0	0	0	0	0	0	
0	20	22	21	22	21	
0	20	28	19	23	25	
0	20	22	26	9	17	
0	30	30	35	27	30	
0	20	20	23	24	21	
0	30	31	33	37	30	
0	13	8	10	13	21	
0	20	25	18	18	14	
0	13	15	23	9	21	
0	30	31	30	29	32	
0	13	13	1	13	7	
0	30	30	31	33	45	
0	20	17	24	23	26	
0	20	17	26	22	31	
0	20	16	16	18	19	
0	30	34	29	31	27	
0	13	15	21	23	7	
0	30	27	36	24	31	
0	13	10	9	13	13	
0	30	36	35	28	36	
0	13	11	10	4	15	
0	20	28	22	19	22	
0	20	24	18	17	27	
0	20	28	18	22	25	
0	20	25	21	16	13	
0	20	24	19	15	13	
0	20	19	22	19	16	
0	30	35	32	32	29	
0	20	18	32	6	23	
