0	0	0	0	0	0	0	0	0	
0	20	22	21	22	21	28	19	23	
0	20	25	22	26	9	17	20	25	
0	20	17	20	20	23	24	21	21	
0	30	33	37	30	25	27	30	38	
0	20	25	18	18	14	22	30	16	
0	30	38	31	30	29	32	30	14	
0	13	13	7	13	14	16	28	10	
0	20	24	23	26	17	26	22	31	
0	13	9	9	11	12	17	12	14	
0	30	27	32	38	40	24	27	36	
0	13	7	14	10	9	13	13	19	
0	30	35	28	36	28	27	21	32	
0	20	28	22	19	22	24	18	17	
0	20	27	28	18	22	25	25	21	
0	20	16	13	24	19	15	13	19	
0	30	32	29	26	35	32	32	29	
0	13	11	25	1	16	14	4	15	
0	30	33	32	27	37	34	27	20	
0	13	11	16	12	8	6	17	21	
0	30	24	30	30	29	28	30	23	
0	13	2	15	17	14	16	16	10	
0	20	23	25	22	9	13	16	16	
0	20	15	19	18	21	32	21	22	
0	20	19	29	16	23	19	23	15	
0	20	20	30	18	18	13	23	25	
0	20	22	28	11	18	17	19	17	
0	20	15	23	18	20	18	15	27	
0	30	37	35	34	33	33	26	30	
0	20	21	22	24	17	13	13	15	
