0	0	0	0	0	0	0	0	0	
0	20	22	21	22	21	28	19	23	
0	20	25	22	26	9	17	20	25	
0	13	10	13	13	16	17	14	14	
0	20	23	27	20	15	17	20	28	
0	13	18	11	11	7	15	23	9	
0	30	38	31	30	29	32	30	14	
0	13	13	7	13	14	16	28	10	
0	30	34	33	36	27	36	32	41	
0	13	9	9	11	12	17	12	14	
0	20	17	22	28	30	14	17	26	
0	20	14	21	17	16	20	20	26	
0	30	35	28	36	28	27	21	32	
0	20	28	22	19	22	24	18	17	
0	30	37	38	28	32	35	35	31	
0	13	9	6	17	12	8	6	12	
0	20	22	19	16	25	22	22	19	
0	20	18	32	6	23	21	11	22	
0	20	23	22	17	27	24	17	10	
0	20	18	23	19	15	13	24	28	
0	20	14	20	20	19	18	20	13	
0	13	2	15	17	14	16	16	10	
0	30	33	35	32	19	23	26	26	
0	20	15	19	18	21	32	21	22	
0	30	29	39	26	33	29	33	25	
0	13	13	23	11	11	6	16	18	
0	20	22	28	11	18	17	19	17	
0	20	15	23	18	20	18	15	27	
0	30	37	35	34	33	33	26	30	
0	20	21	22	24	17	13	13	15	
