0	0	0	0	0	0	0	0	0	
0	20	22	21	22	21	28	19	23	
0	30	35	32	36	19	27	30	35	
0	13	10	13	13	16	17	14	14	
0	30	33	37	30	25	27	30	38	
0	13	18	11	11	7	15	23	9	
0	20	28	21	20	19	22	20	4	
0	13	13	7	13	14	16	28	10	
0	30	34	33	36	27	36	32	41	
0	20	16	16	18	19	24	19	21	
0	30	27	32	38	40	24	27	36	
0	20	14	21	17	16	20	20	26	
0	20	25	18	26	18	17	11	22	
0	13	21	15	12	15	17	11	10	
0	20	27	28	18	22	25	25	21	
0	13	9	6	17	12	8	6	12	
0	30	32	29	26	35	32	32	29	
0	13	11	25	1	16	14	4	15	
0	20	23	22	17	27	24	17	10	
0	20	18	23	19	15	13	24	28	
0	20	14	20	20	19	18	20	13	
0	13	2	15	17	14	16	16	10	
0	20	23	25	22	9	13	16	16	
0	13	8	12	11	14	25	14	15	
0	30	29	39	26	33	29	33	25	
0	20	20	30	18	18	13	23	25	
0	20	22	28	11	18	17	19	17	
0	20	15	23	18	20	18	15	27	
0	30	37	35	34	33	33	26	30	
0	20	21	22	24	17	13	13	15	
