0	0	0	0	0	0	0	0	0	
0	13	15	14	15	14	21	12	16	
0	30	35	32	36	19	27	30	35	
0	13	10	13	13	16	17	14	14	
0	30	33	37	30	25	27	30	38	
0	13	18	11	11	7	15	23	9	
0	30	38	31	30	29	32	30	14	
0	13	13	7	13	14	16	28	10	
0	30	34	33	36	27	36	32	41	
0	20	16	16	18	19	24	19	21	
0	30	27	32	38	40	24	27	36	
0	20	14	21	17	16	20	20	26	
0	20	25	18	26	18	17	11	22	
0	20	28	22	19	22	24	18	17	
0	30	37	38	28	32	35	35	31	
0	20	16	13	24	19	15	13	19	
0	30	32	29	26	35	32	32	29	
0	13	11	25	1	16	14	4	15	
0	20	23	22	17	27	24	17	10	
0	13	11	16	12	8	6	17	21	
