0	0	0	0	0	0	0	0	0	
0	20	22	21	22	21	28	19	23	
0	20	25	22	26	9	17	20	25	
0	20	17	20	20	23	24	21	21	
0	30	33	37	30	25	27	30	38	
0	13	18	11	11	7	15	23	9	
0	20	28	21	20	19	22	20	4	
0	13	13	7	13	14	16	28	10	
0	30	34	33	36	27	36	32	41	
0	13	9	9	11	12	17	12	14	
0	30	27	32	38	40	24	27	36	
0	20	14	21	17	16	20	20	26	
0	30	35	28	36	28	27	21	32	
0	13	21	15	12	15	17	11	10	
0	30	37	38	28	32	35	35	31	
0	13	9	6	17	12	8	6	12	
0	20	22	19	16	25	22	22	19	
0	13	11	25	1	16	14	4	15	
0	30	33	32	27	37	34	27	20	
0	20	18	23	19	15	13	24	28	
