0	0	0	0	0	0	0	0	0	
0	13	15	14	15	14	21	12	16	
0	30	35	32	36	19	27	30	35	
0	20	17	20	20	23	24	21	21	
0	30	33	37	30	25	27	30	38	
0	13	18	11	11	7	15	23	9	
0	20	28	21	20	19	22	20	4	
0	20	20	14	20	21	23	35	17	
0	30	34	33	36	27	36	32	41	
0	13	9	9	11	12	17	12	14	
0	20	17	22	28	30	14	17	26	
0	13	7	14	10	9	13	13	19	
0	20	25	18	26	18	17	11	22	
0	13	21	15	12	15	17	11	10	
0	30	37	38	28	32	35	35	31	
0	20	16	13	24	19	15	13	19	
0	20	22	19	16	25	22	22	19	
0	13	11	25	1	16	14	4	15	
0	20	23	22	17	27	24	17	10	
0	20	18	23	19	15	13	24	28	
0	20	14	20	20	19	18	20	13	
0	13	2	15	17	14	16	16	10	
0	30	33	35	32	19	23	26	26	
0	20	15	19	18	21	32	21	22	
0	20	19	29	16	23	19	23	15	
