0	0	0	0	0	0	0	0	0	
0	20	22	21	22	21	28	19	23	
0	20	25	22	26	9	17	20	25	
0	20	17	20	20	23	24	21	21	
0	30	33	37	30	25	27	30	38	
0	20	25	18	18	14	22	30	16	
0	30	38	31	30	29	32	30	14	
0	13	13	7	13	14	16	28	10	
0	30	34	33	36	27	36	32	41	
0	20	16	16	18	19	24	19	21	
0	30	27	32	38	40	24	27	36	
0	20	14	21	17	16	20	20	26	
0	20	25	18	26	18	17	11	22	
0	13	21	15	12	15	17	11	10	
0	20	27	28	18	22	25	25	21	
0	20	16	13	24	19	15	13	19	
0	20	22	19	16	25	22	22	19	
0	20	18	32	6	23	21	11	22	
0	30	33	32	27	37	34	27	20	
0	13	11	16	12	8	6	17	21	
0	30	24	30	30	29	28	30	23	
0	20	9	22	24	21	23	23	17	
0	20	23	25	22	9	13	16	16	
0	20	15	19	18	21	32	21	22	
0	20	19	29	16	23	19	23	15	
