0	0	0	0	0	0	0	0	0	
0	13	15	14	15	14	21	12	16	
0	20	25	22	26	9	17	20	25	
0	20	17	20	20	23	24	21	21	
0	20	23	27	20	15	17	20	28	
0	13	18	11	11	7	15	23	9	
0	20	28	21	20	19	22	20	4	
0	20	20	14	20	21	23	35	17	
0	30	34	33	36	27	36	32	41	
0	20	16	16	18	19	24	19	21	
0	20	17	22	28	30	14	17	26	
0	13	7	14	10	9	13	13	19	
0	30	35	28	36	28	27	21	32	
0	20	28	22	19	22	24	18	17	
0	20	27	28	18	22	25	25	21	
0	13	9	6	17	12	8	6	12	
0	20	22	19	16	25	22	22	19	
0	13	11	25	1	16	14	4	15	
0	20	23	22	17	27	24	17	10	
0	20	18	23	19	15	13	24	28	
