0	0	0	0	0	0	0	0	0	
0	13	15	14	15	14	21	12	16	
0	20	25	22	26	9	17	20	25	
0	20	17	20	20	23	24	21	21	
0	20	23	27	20	15	17	20	28	
0	20	25	18	18	14	22	30	16	
0	30	38	31	30	29	32	30	14	
0	20	20	14	20	21	23	35	17	
0	20	24	23	26	17	26	22	31	
0	20	16	16	18	19	24	19	21	
0	20	17	22	28	30	14	17	26	
0	13	7	14	10	9	13	13	19	
0	20	25	18	26	18	17	11	22	
0	20	28	22	19	22	24	18	17	
0	30	37	38	28	32	35	35	31	
0	20	16	13	24	19	15	13	19	
0	30	32	29	26	35	32	32	29	
0	13	11	25	1	16	14	4	15	
0	20	23	22	17	27	24	17	10	
0	13	11	16	12	8	6	17	21	
0	20	14	20	20	19	18	20	13	
0	20	9	22	24	21	23	23	17	
0	20	23	25	22	9	13	16	16	
0	13	8	12	11	14	25	14	15	
0	30	29	39	26	33	29	33	25	
