0	0	0	0	0	0	0	0	0	
0	13	15	14	15	14	21	12	16	
0	30	35	32	36	19	27	30	35	
0	20	17	20	20	23	24	21	21	
0	20	23	27	20	15	17	20	28	
0	13	18	11	11	7	15	23	9	
0	20	28	21	20	19	22	20	4	
0	13	13	7	13	14	16	28	10	
0	20	24	23	26	17	26	22	31	
0	20	16	16	18	19	24	19	21	
0	30	27	32	38	40	24	27	36	
0	13	7	14	10	9	13	13	19	
0	20	25	18	26	18	17	11	22	
0	13	21	15	12	15	17	11	10	
0	30	37	38	28	32	35	35	31	
0	13	9	6	17	12	8	6	12	
0	20	22	19	16	25	22	22	19	
0	20	18	32	6	23	21	11	22	
0	30	33	32	27	37	34	27	20	
0	13	11	16	12	8	6	17	21	
0	30	24	30	30	29	28	30	23	
0	20	9	22	24	21	23	23	17	
0	30	33	35	32	19	23	26	26	
0	13	8	12	11	14	25	14	15	
0	20	19	29	16	23	19	23	15	
0	13	13	23	11	11	6	16	18	
0	20	22	28	11	18	17	19	17	
0	20	15	23	18	20	18	15	27	
0	20	27	25	24	23	23	16	20	
0	20	21	22	24	17	13	13	15	
